Mod:Item:MetaData, Localized Name
sonarcore:ReinforcedDirtBlock, Reinforced Dirt
sonarcore:ReinforcedDirtStairs, Reinforced Dirt Stairs
sonarcore:ReinforcedDirtFence, Reinforced Dirt Fence
sonarcore:ReinforcedDirtGate, Reinforced Dirt Gate
sonarcore:ReinforcedDirtBrick, Reinforced Dirt Brick
sonarcore:ReinforcedDirtBrickStairs, Reinforced Dirt Brick Stairs
sonarcore:ReinforcedDirtBrickFence, Reinforced Dirt Brick Fence
sonarcore:ReinforcedDirtBrickGate, Reinforced Dirt Brick Gate
sonarcore:StableStone_Normal, Stable Stone
sonarcore:StableStoneRimmed_Normal, Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Normal, Rimmed Black Stable Stone
sonarcore:StableStone_Black, Black Stable Stone
sonarcore:StableStoneRimmed_Black, Black Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Black, Black Rimmed Black Stable Stone
sonarcore:StableStone_Blue, Blue Stable Stone
sonarcore:StableStoneRimmed_Blue, Blue Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Blue, Blue Rimmed Black Stable Stone
sonarcore:StableStone_Brown, Brown Stable Stone
sonarcore:StableStoneRimmed_Brown, Brown Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Brown, Brown Rimmed Black Stable Stone
sonarcore:StableStone_Cyan, Cyan Stable Stone
sonarcore:StableStoneRimmed_Cyan, Cyan Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Cyan, Cyan Rimmed Black Stable Stone
sonarcore:StableStone_Green, Green Stable Stone
sonarcore:StableStoneRimmed_Green, Green Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Green, Green Rimmed Black Stable Stone
sonarcore:StableStone_LightBlue, Light Blue Stable Stone
sonarcore:StableStoneRimmed_LightBlue, Light Blue Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_LightBlue, Light Blue Rimmed Black Stable Stone
sonarcore:StableStone_LightGrey, Light Stable Stone
sonarcore:StableStoneRimmed_LightGrey, Light Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_LightGrey, Light Rimmed Black Stable Stone
sonarcore:StableStone_Lime, Lime Stable Stone
sonarcore:StableStoneRimmed_Lime, Lime Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Lime, Lime Rimmed Black Stable Stone
sonarcore:StableStone_Magenta, Magenta Stable Stone
sonarcore:StableStoneRimmed_Magenta, Magenta Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Magenta, Magenta Rimmed Black Stable Stone
sonarcore:StableStone_Orange, Orange Stable Stone
sonarcore:StableStoneRimmed_Orange, Orange Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Orange, Orange Rimmed Black Stable Stone
sonarcore:StableStone_Pink, Pink Stable Stone
sonarcore:StableStoneRimmed_Pink, Pink Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Pink, Pink Rimmed Black Stable Stone
sonarcore:StableStone_Plain, Plain Stable Stone
sonarcore:StableStoneRimmed_Plain, Plain Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Plain, Plain Rimmed Black Stable Stone
sonarcore:StableStone_Purple, Purple Stable Stone
sonarcore:StableStoneRimmed_Purple, Purple Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Purple, Purple Rimmed Black Stable Stone
sonarcore:StableStone_Red, Red Stable Stone
sonarcore:StableStoneRimmed_Red, Red Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Red, Red Rimmed Black Stable Stone
sonarcore:StableStone_Yellow, Yellow Stable Stone
sonarcore:StableStoneRimmed_Yellow, Yellow Rimmed Stable Stone
sonarcore:StableStoneBlackRimmed_Yellow, Yellow Rimmed Black  Stable Stone
sonarcore:StableGlass, Stable Glass
sonarcore:ClearStableGlass, Clear Stable Glass
fluxnetworks:FluxBlock, Flux Block
fluxnetworks:Flux, Flux
fluxnetworks:FluxCore, Flux Core
fluxnetworks:FluxPlug, Flux Plug
fluxnetworks:FluxPoint, Flux Point
fluxnetworks:FluxController, Flux Controller
fluxnetworks:FluxStorage, Basic Flux Storage
fluxnetworks:HerculeanFluxStorage, Herculean Flux Storage
fluxnetworks:GargantuanFluxStorage, Gargantuan Flux Storage
gendustry:mutagen, Mutagen
gendustry:liquiddna, Liquid DNA
gendustry:protein, Protein
gendustry:Labware, Genetics Labware
gendustry:Waste, Genetic Waste
gendustry:GeneSampleBlank, Blank Gene Sample
gendustry:GeneSample, %s Sample - %s
gendustry:GeneTemplate, Genetic Template
gendustry:IndustrialGrafter, Industrial Grafter
gendustry:IndustrialScoop, Scooporator MX200 Turbo
gendustry:HoneyComb:10, Black Colored Comb
gendustry:HoneyComb:24, Orange Colored Comb
gendustry:HoneyComb:25, White Colored Comb
gendustry:HoneyComb:14, Blue Colored Comb
gendustry:HoneyComb:20, Lime Colored Comb
gendustry:HoneyComb:21, Yellow Colored Comb
gendustry:HoneyComb:13, Brown Colored Comb
gendustry:HoneyComb:17, Light Gray Colored Comb
gendustry:HoneyComb:22, Light Blue Colored Comb
gendustry:HoneyComb:12, Green Colored Comb
gendustry:HoneyComb:18, Gray Colored Comb
gendustry:HoneyComb:16, Cyan Colored Comb
gendustry:HoneyComb:11, Red Colored Comb
gendustry:HoneyComb:23, Magenta Colored Comb
gendustry:HoneyComb:19, Pink Colored Comb
gendustry:HoneyComb:15, Purple Colored Comb
gendustry:HoneyDrop:10, Black Colored Honey Drop
gendustry:HoneyDrop:24, Orange Colored Honey Drop
gendustry:HoneyDrop:25, White Colored Honey Drop
gendustry:HoneyDrop:14, Blue Colored Honey Drop
gendustry:HoneyDrop:20, Lime Colored Honey Drop
gendustry:HoneyDrop:21, Yellow Colored Honey Drop
gendustry:HoneyDrop:13, Brown Colored Honey Drop
gendustry:HoneyDrop:17, Light Gray Colored Honey Drop
gendustry:HoneyDrop:22, Light Blue Colored Honey Drop
gendustry:HoneyDrop:12, Green Colored Honey Drop
gendustry:HoneyDrop:18, Gray Colored Honey Drop
gendustry:HoneyDrop:16, Cyan Colored Honey Drop
gendustry:HoneyDrop:11, Red Colored Honey Drop
gendustry:HoneyDrop:23, Magenta Colored Honey Drop
gendustry:HoneyDrop:19, Pink Colored Honey Drop
gendustry:HoneyDrop:15, Purple Colored Honey Drop
gendustry:MutagenTank, Mutagen Tank
gendustry:BeeReceptacle, Bee Receptacle
gendustry:PowerModule, Power Module
gendustry:GeneticsProcessor, Genetics Processor
gendustry:EnvProcessor, Enviromental Processor
gendustry:UpgradeFrame, Upgrade Frame
gendustry:ClimateModule, Climate Control Module
gendustry:PollenKit, Pollen Collection Kit
gendustry:HiveSpawnDebugger, Hive Spawning Debugger
gendustry:EjectCover, Item Eject Cover
gendustry:ImportCover, Item Import Cover
gendustry:ErrorSensorCover, Error Sensor Cover
gendustry:MutagenProducer, Mutagen Producer
gendustry:Mutatron, Mutatron
gendustry:IndustrialApiary, Industrial Apiary
gendustry:Imprinter, Genetic Imprinter
gendustry:Sampler, Genetic Sampler
gendustry:MutatronAdv, Advanced Mutatron
gendustry:Liquifier, Protein Liquifier
gendustry:Extractor, DNA Extractor
gendustry:Transposer, Genetic Transposer
gendustry:Replicator, Genetic Replicator
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storageSlab:0, Copper Slab
immersiveengineering:storageSlab:1, Aluminium Slab
immersiveengineering:storageSlab:2, Lead Slab
immersiveengineering:storageSlab:3, Silver Slab
immersiveengineering:storageSlab:4, Nickel Slab
immersiveengineering:storageSlab:5, Uranium Slab
immersiveengineering:storageSlab:6, Constantan Slab
immersiveengineering:storageSlab:7, Electrum Slab
immersiveengineering:storageSlab:8, Steel Slab
immersiveengineering:stoneDecoration:0, Coke Brick
immersiveengineering:stoneDecoration:1, Blast Brick
immersiveengineering:stoneDecoration:2, Reinforced Blast Brick
immersiveengineering:stoneDecoration:3, Block of Coal Coke
immersiveengineering:stoneDecoration:4, Hempcrete
immersiveengineering:stoneDecoration:5, Concrete
immersiveengineering:stoneDecoration:6, Concrete Tile
immersiveengineering:stoneDecoration:7, Leaded Concrete
immersiveengineering:stoneDecoration:8, Insulating Glass
immersiveengineering:stoneDecorationSlab:0, Coke Brick Slab
immersiveengineering:stoneDecorationSlab:1, Blast Brick Slab
immersiveengineering:stoneDecorationSlab:2, Reinforced Blast Brick Slab
immersiveengineering:stoneDecorationSlab:4, Hempcrete Slab
immersiveengineering:stoneDecorationSlab:5, Concrete Slab
immersiveengineering:stoneDecorationSlab:6, Concrete Tile Slab
immersiveengineering:stoneDecorationSlab:7, Leaded Concrete Slab
immersiveengineering:stoneDecorationStairs_hempcrete, Hempcrete Stairs
immersiveengineering:stoneDecorationStairs_concrete, Concrete Stairs
immersiveengineering:stoneDecorationStairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stoneDecorationStairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:treatedWood:0, Treated Wood Planks
immersiveengineering:treatedWood:1, Treated Wood Planks
immersiveengineering:treatedWood:2, Treated Wood Planks
immersiveengineering:treatedWoodSlab:0, Treated Wood Slab
immersiveengineering:treatedWoodSlab:1, Treated Wood Slab
immersiveengineering:treatedWoodSlab:2, Treated Wood Slab
immersiveengineering:treatedWoodStairs0, Treated Wood Stairs
immersiveengineering:treatedWoodStairs1, Treated Wood Stairs
immersiveengineering:treatedWoodStairs2, Treated Wood Stairs
immersiveengineering:woodenDecoration:0, Treated Wood Fence
immersiveengineering:woodenDecoration:1, Treated Wood Scaffolding
immersiveengineering:woodenDevice0:0, Wooden Storage Crate
immersiveengineering:woodenDevice0:1, Wooden Barrel
immersiveengineering:woodenDevice0:2, Engineer's Workbench
immersiveengineering:woodenDevice0:3, Item Router
immersiveengineering:woodenDevice0:4, Gunpowder Barrel
immersiveengineering:woodenDevice0:5, Reinforced Storage Crate
immersiveengineering:woodenDevice1:0, Water Wheel
immersiveengineering:woodenDevice1:1, Windmill
immersiveengineering:woodenDevice1:2, Improved Windmill
immersiveengineering:woodenDevice1:3, Wooden Post
immersiveengineering:woodenDevice1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:clothDevice:0, Jump Cushion
immersiveengineering:clothDevice:1, Balloon
immersiveengineering:clothDevice:2, Strip Curtain
immersiveengineering:fakeLight, tile.immersiveengineering.fakeLight.name
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetalSlab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetalSlab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetalSlab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetalSlab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetalSlab:9, Iron Sheetmetal Slab
immersiveengineering:metalDecoration0:0, Copper Coil Block
immersiveengineering:metalDecoration0:1, Electrum Coil Block
immersiveengineering:metalDecoration0:2, High-Voltage Coil Block
immersiveengineering:metalDecoration0:3, Redstone Engineering Block
immersiveengineering:metalDecoration0:4, Light Engineering Block
immersiveengineering:metalDecoration0:5, Heavy Engineering Block
immersiveengineering:metalDecoration0:6, Generator Block
immersiveengineering:metalDecoration0:7, Radiator Block
immersiveengineering:metalDecoration1:0, Steel Fence
immersiveengineering:metalDecoration1:1, Steel Scaffolding
immersiveengineering:metalDecoration1:2, Steel Scaffolding
immersiveengineering:metalDecoration1:3, Steel Scaffolding
immersiveengineering:metalDecoration1:4, Aluminium Fence
immersiveengineering:metalDecoration1:5, Aluminium Scaffolding
immersiveengineering:metalDecoration1:6, Aluminium Scaffolding
immersiveengineering:metalDecoration1:7, Aluminium Scaffolding
immersiveengineering:metalDecoration2:0, Steel Post
immersiveengineering:metalDecoration2:1, Steel Wallmount
immersiveengineering:metalDecoration2:2, Aluminium Post
immersiveengineering:metalDecoration2:3, Aluminium Wallmount
immersiveengineering:metalDecoration2:4, Lantern
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:metalDevice0:0, LV Capacitor
immersiveengineering:metalDevice0:1, MV Capacitor
immersiveengineering:metalDevice0:2, HV Capacitor
immersiveengineering:metalDevice0:3, Creative Capacitor
immersiveengineering:metalDevice0:4, Metal Barrel
immersiveengineering:metalDevice0:5, Fluid Pump
immersiveengineering:metalDevice1:0, Blast Furnace Preheater
immersiveengineering:metalDevice1:1, External Heater
immersiveengineering:metalDevice1:2, Kinetic Dynamo
immersiveengineering:metalDevice1:3, Thermoelectric Generator
immersiveengineering:metalDevice1:4, Powered Lantern
immersiveengineering:metalDevice1:5, Charging Station
immersiveengineering:metalDevice1:6, Fluid Pipe
immersiveengineering:metalDevice1:7, Core Sample Drill
immersiveengineering:metalDevice1:8, Tesla Coil
immersiveengineering:metalDevice1:9, Floodlight
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Improved Windmill Blade
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver:0, Revolver
immersiveengineering:revolver:1, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:bullet:2, Crystalized Will Cartridge
immersiveengineering:bullet:2, Homing Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:shader, Shader
immersiveengineering:shaderBag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphiteElectrode, Graphite Electrode
immersiveengineering:faradaySuit_feet, Faraday Boots
immersiveengineering:faradaySuit_legs, Faraday Leggings
immersiveengineering:faradaySuit_chest, Faraday Chestplate
immersiveengineering:faradaySuit_head, Faraday Helmet
immersiveengineering:fluorescentTube, Fluorescent Tube
tconstruct:molten_alubrass:0, Molten Aluminum Brass
tconstruct:molten_aluminum:0, Molten Aluminum
immersiveengineering:molten_uranium, Molten Uranium
immersiveengineering:molten_constantan, Molten Constantan
inventorypets:cow_pet, Cow Pet
inventorypets:sheep_pet, Sheep Pet
inventorypets:pig_pet, Pig Pet
inventorypets:chicken_pet, Chicken Pet
inventorypets:squid_pet, Squid Pet
inventorypets:ocelot_pet, Ocelot Pet
inventorypets:mooshroom_pet, Mooshroom Pet
inventorypets:ghast_pet, Ghast Pet
inventorypets:spider_pet, Spider Pet
inventorypets:iron_golem_pet, Iron Golem Pet
inventorypets:snow_golem_pet, Snow Golem Pet
inventorypets:enderman_pet, Enderman Pet
inventorypets:creeper_pet, Creeper Pet
inventorypets:magma_cube_pet, Magma Cube Pet
inventorypets:wither_pet, Wither Pet
inventorypets:blaze_pet, Blaze Pet
inventorypets:bed_pet, Bed Pet
inventorypets:chest_pet, Chest Pet
inventorypets:double_chest_pet, Double Chest Pet
inventorypets:ender_chest_pet, Ender Chest Pet
inventorypets:furnace_pet, Furnace Pet
inventorypets:crafting_table_pet, Crafting Table Pet
inventorypets:enchanting_table_pet, Enchanting Table Pet
inventorypets:jukebox_pet, Jukebox Pet
inventorypets:brewing_stand_pet, Brewing Stand Pet
inventorypets:nether_portal_pet, Nether Portal Pet
inventorypets:sponge_pet, Sponge Pet
inventorypets:purplicious_cow_pet, Purplicious Cow Pet
inventorypets:mickerson_pet, Mickerson
inventorypets:pingot_pet, Pingot Pet
inventorypets:qcm_pet, Quantum Crystal Monster Pet
inventorypets:banana_pet, Banana Pet
inventorypets:loot_pet, Loot Pet
inventorypets:slime_pet, Slime Pet
inventorypets:cloud_pet, Cloud Pet
inventorypets:pufferfish_pet, Pufferfish Pet
inventorypets:black_hole_pet, Black Hole Pet
inventorypets:quiver_pet, Quiver Pet
inventorypets:pacman_pet, Pac-Man Pet
inventorypets:cheetah_pet, Cheetah Pet
inventorypets:house_pet, House Pet
inventorypets:silverfish_pet, Silverfish Pet
inventorypets:wolf_pet, Wolf Pet
inventorypets:apple_pet, Apple Pet
inventorypets:shield_pet, Shield Pet
inventorypets:heart_pet, Heart Pet
inventorypets:moon_pet, Moon Pet
inventorypets:dubstep_pet, Dubstep Pet
inventorypets:juggernaut_pet, Juggernaut Pet
inventorypets:illuminati_pet, Illuminati Pet
inventorypets:grave_pet, Grave Pet
inventorypets:nugget_diamond, Diamond Nugget
inventorypets:nugget_obsidian, Obsidian Nugget
inventorypets:nugget_emerald, Emerald Nugget
inventorypets:nugget_iron, Iron Nugget
inventorypets:nugget_coal, Coal Nugget
inventorypets:nugget_lapis, Lapis Nugget
inventorypets:nugget_ender, Ender Nugget
inventorypets:feed_bag, Feed Bag
inventorypets:holiday_cookie, Holiday Cookie
inventorypets:mug_egg_nog, Mug of Egg Nog
inventorypets:candy_cane, Candy Cane
inventorypets:item_gift, Gift
inventorypets:solstice_helmet, Solstice Helmet
inventorypets:solstice_chestplate, Solstice Chestplate
inventorypets:solstice_leggings, Solstice Leggings
inventorypets:solstice_boots, Solstice Boots
inventorypets:solstice_sword, Solstice Sword
inventorypets:pet_christmas_tree, Christmas Tree Pet
inventorypets:pet_menorah, Menorah Pet
inventorypets:pet_mishumaa_saba, Mishumaa Saba Pet
inventorypets:pet_politically_correct, Politically Correct Pet
inventorypets:april_fool_pet, April Fool Pet
inventorypets:start_button, Start Button
inventorypets:windows_7, Windoes 7
inventorypets:windows_8, Windoes 8
inventorypets:windows_31, Windoes 3.1
inventorypets:windows_me, Windoes ME
inventorypets:windows_mojave, Windoes Mojave
inventorypets:windows_xp, Windoes XP
inventorypets:xerox_parc_gui, Xerox PARC GUI
inventorypets:blue_screen_of_death, Blue Screen of Death
inventorypets:rock_candy, Rock Candy
inventorypets:easter_egg, Easter Egg
inventorypets:cloud, Cloud Block
inventorypets:cloud_spawn, Cloud Spawner
inventorypets:sand, Sand Block
inventorypets:sand_spawn, Sand Spawner
inventorypets:stone, Stone Block
inventorypets:stone_spawn, Stone Spawner
inventorypets:petAchieveItem1, item.InventoryPets_petAchieveItem1.name
inventorypets:petAchieveItem5, item.InventoryPets_petAchieveItem5.name
inventorypets:petAchieveItem10, item.InventoryPets_petAchieveItem10.name
inventorypets:petAchieveItem20, item.InventoryPets_petAchieveItem20.name
inventorypets:petAchieveItemAll, item.InventoryPets_petAchieveItemAll.name
inventorypets:petAchieveItemGeneral, item.InventoryPets_petAchieveItemGeneral.name
irishluck:clover, Clover
irishluck:block_irishluck, Irish Luck
irishluck:block_irishdragon, Irish Dragon Egg
irishluck:block_irishluck_halloween, Irish Luck Happy Halloween
irishluck:block_irishluck_pit, Irish Luck
irishluck:block_irishluck_halloween_pit, Irish Luck Happy Halloween
irishluck:block_irishluck_dispenser, Irish Luck Dispenser
irishluck:block_irishluck_404, Error 404 Irish Luck Not Found
irishluck:block_irishluck_halloween_404, Error 404 Irish Luck Happy Halloween Not Found
ironbackpacks:basicBackpack, Basic Backpack
ironbackpacks:ironBackpackStorageEmphasis, Iron Backpack (Storage Emphasis)
ironbackpacks:ironBackpackUpgradeEmphasis, Iron Backpack (Upgrade Emphasis)
ironbackpacks:goldBackpackStorageEmphasis, Gold Backpack (Storage Emphasis)
ironbackpacks:goldBackpackUpgradeEmphasis, Gold Backpack (Upgrade Emphasis)
ironbackpacks:diamondBackpackStorageEmphasis, Diamond Backpack (Storage Emphasis)
ironbackpacks:diamondBackpackUpgradeEmphasis, Diamond Backpack (Upgrade Emphasis)
ironbackpacks:upgrade:0, Additional Upgrade Points Upgrade
ironbackpacks:upgrade:1, Button Upgrade
ironbackpacks:upgrade:2, Damage Bar Upgrade
ironbackpacks:upgrade:3, Depth Upgrade
ironbackpacks:upgrade:4, Eternity Upgrade
ironbackpacks:upgrade:5, Nesting Upgrade
ironbackpacks:upgrade:6, Advanced Nesting Upgrade
ironbackpacks:upgrade:7, Quick Deposit Upgrade
ironbackpacks:upgrade:8, Precise Quick Deposit Upgrade
ironbackpacks:upgrade:9, Compression Upgrade
ironbackpacks:upgrade:10, Small Compression Upgrade
ironbackpacks:upgrade:11, Decompression Upgrade
ironbackpacks:upgrade:12, Basic Filter Upgrade
ironbackpacks:upgrade:13, Fuzzy Filter Upgrade
ironbackpacks:upgrade:14, Ore Dictionary Filter Upgrade
ironbackpacks:upgrade:15, Mod Specific Filter Upgrade
ironbackpacks:upgrade:16, Void Filter Upgrade
ironbackpacks:upgrade:17, Advanced Filter Upgrade
ironbackpacks:upgrade:18, Mining Filter Upgrade
ironbackpacks:upgrade:19, Restocking Upgrade
ironbackpacks:crafting:0, Upgrade Core
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
lootbags:itemlootbag:0, §fCommon Lootbag
lootbags:itemlootbag:1, §aUncommon Lootbag
lootbags:itemlootbag:2, §9Rare Lootbag
lootbags:itemlootbag:3, §dEpic Lootbag
lootbags:itemlootbag:4, §6Legendary Lootbag
lootbags:itemlootbag:11, §eArtifact Lootbag
lootbags:loot_recycler, Loot Recycler
lootbags:loot_opener, Bag Opener
lycanitesmobs:summoningpedestal, Summoning Pedestal
lycanitesmobs:soulgazer, Soulgazer
lycanitesmobs:soulstone, Soulstone
lycanitesmobs:soulkey, Soulkey
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:stablesummoningstaff, Stable Summoning Staff
